,text,abuse
5223,"@Nick_BLM @Tweet_0_Matic @HardBrexit2020 @JCSendon70 @HackneyAbbott Drug offences, stabbings and street robbery are carried out by predominantly BAME people.
That's a fact.",1
7501,"@Glenn__Hodl @_ThomasLongley_ @Keir_Starmer @jessphillips Regardless, Jess Philips is a vile egocentrist.",1
8250,@jessphillips Back in your box.,1
5815,@Mrb20203 @CNDuk @HackneyAbbott @Lowkey0nline @kate4peace2020 @LindseyAGerman @BenJamalpsc @STWuk @PSCupdates @GreenpeaceUK @AntiRacismDay Don’t forget about the ex-MP for Peterborough who blamed somebody else for speeding in her car So that she didn’t lose her license and her job as an MP. Diane Abbott supported her. Diane Abbott only supports criminals including her son,1
9309,"@HylianApologist @FroodThe @FazerFox @Glinner @Lycanthropology @AdrianHarrop @LaylaMoran @LibDems @LibDemDiversity @PinkNews @OwenJones84 @LGBTLabour @stonewalluk @PrideInLondon @guardian @PatrickStrud nobody really bothered which toilet trans use,,till they started shouting about it,,you have trans activist to thank for that,,so it is an issue now,society has taken note of it,,",1
9954,@LaylaMoran Twisted view of the same model and ambitions the Nazis strived for.,1
3178,@SayeedaWarsi @hassan_akkad Attention seeking  lefty,1
7984,@shaqildcm @chelleryn99 @jessphillips Nah. Most of the Tory cabinet would beat her.  She'd propably take the trophy for most self obsessed though.,1
9733,@LaylaMoran @LibDems What the hell is Europe day? Seems that you are more interested in a foreign power than your supposed own country,1
2294,@KimFras45397834 @NickInEngland @JonWynneJones @SayeedaWarsi Any chance we can persuade you to get sterilised🙏,1
8943,@mfoz1707 @LaylaMoran Really brainwashed and programmed are the same?  🤣🤣 guess you’re thoughts are off too.,1
8934,"@YourePerfidy @LaylaMoran Was that first part was the only part you paid attention to.
There in lies your problem.
I bet you're polite to people in public, but the moment you get to be scornful without fear of accountability, your veil lifts and we get to see your retched reality.",1
7480,"@jessphillips She's fit &amp; very competent 

Best combo going",1
4714,@geeooorgh @sleckitty @HackneyAbbott your the bright spark go figure shit head lol,1
9498,@LaylaMoran @cyclingkev @NEUnion And you want to lead your party. Clueless.,1
9645,"@HylianApologist @david55034076 @FazerFox @Glinner @Lycanthropology @AdrianHarrop @LaylaMoran @LibDems @LibDemDiversity @PinkNews @OwenJones84 @LGBTLabour @stonewalluk @PrideInLondon @guardian @PatrickStrud stress/fear and/or means they are unable to go about their business? And this is the best possible case. What about the fact that men will use this as an opportunity to attack women? So, having men in women’s spaces causes women stress/anxiety etc just by their presence, ...",1
10117,"@CompassOffice @LaylaMoran What's she coming as, male, female or a teapot 😂😂",1
5688,"@AJogee @HackneyAbbott Dianne stop now ,it’s Christmas,go and have a rest ,you haven’t earned .",1
1928,"@Kimmi_Cares @DavidLammy @patel4witham @Conservatives Only ex-BNP would think @patel4witham is doing a god job.
The woman is already known as a bully @ukhomeoffice",1
8581,@LaylaMoran Oh do shut up with you running commentary. You have NOTHING to offer. No one votes for you. Take the hint and shut up.,1
3291,"@_Mo0hamad @whitford747 @MuslimCouncil @SayeedaWarsi @Keir_Starmer @pritipatel @NazShahBfd Peace and goodwill to all the LGBT community, animal slaughter, girls, non-muslims...yeah right",1
4874,"RT @Cwill1986: @Lilies09 @Temerai99243452 @yorksbarlick @linzii_s @HackneyAbbott And yet the massive majority of the great british public believe (as proven in the GE) that regardless of how badly you think they’re doing, they still chose this government over Corbyn! Doesn’t that tell you something? People are sick to death of lefty warriors!!",1
4652,What a #useless #hypocrite @HackneyAbbott https://t.co/U6tWOYJoRR,1
4095,@NazShahBfd @PHE_uk @yvonnecoghill1 @NHSEnglandEvent @NHSEnglandMedia @SayeedaWarsi @OpBlackVote Frustrating isn’t it Naz when you don’t have any confidence in an inquiry. Similarly to the gov review into Muslim rape gangs. That topic wasn’t so pressing for you though was it. The victims not BAME enough?,1
5423,What a fat mess you are @HackneyAbbott https://t.co/Ozq4Xci62u,1
10285,"@LaylaMoran @LibDems @MoreThanScore Why don't you, reduce the stress on us lot, by keeping that stupid mouth of yours shut.
Nobody takes any notice of the Lib-Dumbs https://t.co/bXsNeyLfOj",1
6461,@jessphillips That's more likely the pipe you smoke.  Lay off the Shag.,1
5409,@labourpress @HackneyAbbott Was one used on your son when he was attacking Police Officers?,1
4150,"@SayeedaWarsi Not even remotely the same, and you damn well know that. 

One is a dark ages veil of subordination to their male ‘superiors,’ and the other is necessary for public safety. 

Oddly enough, the veil of oppression is also is a known risk to public safety. 

Funny that, eh?",1
4613,@NeilWootton @MartinSLewis Half If @HackneyAbbott did the counting 🤣,1
847,@CarolineVoaden @patel4witham deluded losers https://t.co/cVEPufJZn9,1
539,@BorisJohnson @patel4witham Charlatans. https://t.co/vc8vhx3eed,1
4725,"Imagine reaching adult hood let alone  @HackneyAbbott age &amp; not being able to take responsibility for your own choice of inept Labour Leader?
Everyone else’s fault but yours isn’t it Dianne? You got the Leader you wanted, the manifesto you wanted, the NEC you wanted &amp; you lost https://t.co/A1UnB35Vmk",1
5017,"@tomhfh @HackneyAbbott Shush, you'll wake her",1
2403,@SayeedaWarsi You are a Yorkshire girl aren’t you?,1
5017,"@tomhfh @HackneyAbbott Shush, you'll wake her",1
488,Can Priti Patel @patel4witham do anything other than smirk like the smug fuck that she is?,1
10024,@Cazza37783789 @EsqHumbug @michaelgove @LaylaMoran She's pan-daft.,1
4151,"@SayeedaWarsi @iamths1973 Oh you sad old woman 

Guessing you’re fishing or need to go and get an education.",1
5011,@AndrewE96508026 @NadiaWhittomeMP @paulmasonnews @HackneyAbbott @BellRibeiroAddy @JanetDaby @DavidLammy @DawnButlerBrent @jeremycorbyn @theSNP @LibDems @CarolineLucas @Plaid_Cymru Labour and especially two mainstays Commie Corbyn and Racist Diane Abbot are a disgrace to the human race not only to Britain .,1
6432,@jessphillips Your embarrassing,1
3250,@ThaneRoger @talkRADIO @iancollinsuk @SayeedaWarsi It’s disgusting that you are defending men who have raped children. Shame on you!,1
5575,RT @RaySammy11: @HackneyAbbott Labour covers up the industrial scale rape and abuse of working class girls by grooming gangs. You don’t seem to care about them so spare us the crocodile tears you hypocrite,1
150,"@HuwMerriman @patel4witham why am i not surprised, you would defend anyone to help your silly little career!",1
2923,@SayeedaWarsi @adilray @Asma_KhanLDN @salihacooks @BegumNadiya @Nabilu @BBCOne You’ve got time to watch telly on Eid?! Aren’t you in the kitchen whipping up biryanis and samosas and kebabs? Honestly Baroness what kind of a desi wife are you? 🤣🤣🤣,1
2008,@CarolineVoaden @patel4witham go and hug a tree. sad knacker 🤡🤡,1
4923,"@nonconformical @centrist_rascal @Smegger3 @LizaRadley7 @JohnSmi21372434 @HackneyAbbott @UKLabour It doesn't ""deny credibility"" to anyone. It says only listening to minority groups is not the way to engage with the whole community. Which it bloody obviously isn't.",1
6416,"@jessphillips Sometimes if you have nothing good to say, you'd be better off saying nothing.",1
78,@ukhomeoffice @patel4witham Go away,1
9939,"@HiThereCrossley @LaylaMoran Your snide attempt at still trying to the overturn the  referendum is pathetic, the eu is near to implosion, ask the Italians about how cooperative the eu was in their hour of need, it's sickening that your still an mp after trying to strangle your boyfriend with a laptop cable https://t.co/P8P78oTzwD",1
8941,"@LaylaMoran @Keir_Starmer “the public support an extension” 🤣🤣 maybe the ones in the London woke leftie bubble, but the electorate have show you their feelings #getoverit #brokenrecord",1
9950,@LaylaMoran Could you be any more sanctimonious and disingenuous?,1
9102,@LaylaMoran Did that Tweet sound like a good idea when it was in your head?,1
2919,"@inshallah1001 @APPGBritMuslims @mehdirhasan @SayeedaWarsi @Anna_Soubry @NazShahBfd @TanDhesi @Afzal4Gorton @miqdaad @wesstreeting @GMB @BBCNewsnight Islam’s beliefs clash with everyone’s!
https://t.co/Rl3ywHiaLY",1
1611,There were some strong candidates but the hands down winner of Most Stupid Home Secretary of all time goes to @patel4witham . Not a single brain cell to be found in her head.,1
6350,@JohnCar04314835 @itvpeston @itvnews @jessphillips @Peston @MattHancock No vile woman,1
2474,@AndyArmstrong @SayeedaWarsi A time will come when more Bernie`s will rise.,1
10286,@KonstantinKisin Is that what @LaylaMoran meant by being pansexual?,1
1311,"Is there anything more guaranteed to get the left frothing at the mouth &amp; tugging at their non binary testicles than Priti Patel’s wicked smile. 

@patel4witham -  🇬🇧😊👍 https://t.co/sbphpPI7Q9",1
6728,@jessphillips Trying once again to score political points.  For God's sake at a time when politicians shouldn't be United.. you just can't help yourself,1
2151,"your people @AyoCaesar @SayeedaWarsi @SadiqKhan @NazShahBfd 

#deport https://t.co/Ish7sTMKnN",1
2156,@SayeedaWarsi @NazShahBfd I wonder if he follows the religion of the Slave Trading Paedophile https://t.co/EGlrjGTh6f,1
5535,@AjBsuperstarR @SkyNewsBreak @KayBurley @HackneyAbbott Priti is probably on the phone to Diane right now.  “How did you cope with your countless fuck ups?! I need advice!!” 🙄,1
4751,@HackneyAbbott Ignorant of the facts as usual.,1
4721,"Labour MPs were never much good at arithmetic. Oddly, even BBC1 &amp; C4 have failed to come up with footage of streets choked with corpses. Does @HackneyAbbott have competition? https://t.co/CcSXI1gRoj",1
7066,"RT @GeorgeHatherall: @jessphillips He’s a footballer, not a priest. We don’t say you should be banned for politics because you’re a gobby failure.",1
9699,"@LaylaMoran @Glostermeteor @LibDems No one gives a monkeys what any of you ""think"" Deal with it Get over it Move on #sighs",1
5093,RT @R_I_C_K_8_1: @HackneyAbbott 1.5 = Julemberary twelvey next yesterday turnips 🙃,1
6913,"@jessphillips ""Done being nice""

When did you start?",1
3803,"RT @nriview1: @KhalistanIsAJo1 @Keir_Starmer 
@lisanandy 
@CommissionerHR 
@BorisJohnson @SayeedaWarsi 
@UKLabour
@narendramodi
Keir, since you don't acknowledge this pogroms in Pakistan by Islamofascists against Hindus/minorities. You are no different then the racist anti Semite, Corbyn. No change then!",1
1641,Wish @patel4witham would stop speaking bullshit just so she feels accepted by her peers #passport #brexit,1
7116,"@jessphillips Is that Phillips the month looking for publicity again ,",1
1136,@patel4witham Pandering to all the racists who voted for you,1
4929,"@HackneyAbbott @BellRibeiroAddy Apart from your vile racism, I'm sorry you're leaving as I will miss your unintentional gaffes. Have a going away present. https://t.co/5vaY5CLhmn",1
3219,"@jessjephcott @SayeedaWarsi @JuliaHB1 @10DowningStreet @sajidjavid You say Moslem 

But lemme spell out what you really wanted to say

'PAKI'

Just call us Pakis and be honeat about it.",1
8929,@LaylaMoran Schools don’t co rain nits they send kids home etc.. they expect parents to resolve the issue.  Get a grip of yourself woman 🙄,1
486,"@Corky_Brexit @zombie_nun @BorisJohnson @patel4witham ...has pressed the issue of grooming gangs for some time, and was sacked from Labour leader Jeremy Corbyn’s shadow government for daring to say that “Britain has a problem with British Pakistani men raping and exploiting white girls.”",1
3174,Peace loving Muslims who love peace did this to an innocent woman in Ramadan who was also Muslim. Poor baby. 19. Will @NazShahBfd @SayeedaWarsi demand the death sentence for this scum. https://t.co/HUloHcEyUX,1
632,@SkyNews Makes sense Boris hiring an Indian @patel4witham to get rid of people who wasn’t born in the #UK she’s just doing as she’s told guys otherwise her grandparents get it.  Boris is the boss 👍🏽,1
